
###############################

###############################
ADULT_COMPLEX, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 4402.074821002316, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/adult_complex/adult_test.csv']
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 844.559040666733, 767.1475649484983, 27.697428850860838, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
LOAD CSV 1, 86.5945816040039, 7325.205087661743, PostgreSQL/Umbra
LOAD CSV 2, 70.46318054199219, 7395.668268203735, PostgreSQL/Umbra
PROJECT TRAIN, 19.771575927734375, 7415.43984413147, PostgreSQL/Umbra
PROJECT TEST, 18.821001052856445, 7434.260845184326, PostgreSQL/Umbra
SELECT TRAIN 1, 47.02877998352051, 7481.289625167847, PostgreSQL/Umbra
SELECT TRAIN 2, 43.84255409240723, 7525.132179260254, PostgreSQL/Umbra
SELECT TRAIN 3, 40.30323028564453, 7565.435409545898, PostgreSQL/Umbra
SELECT TRAIN 4, 41.03493690490723, 7606.470346450806, PostgreSQL/Umbra
REPLACE TRAIN, 30.871152877807617, 7637.341499328613, PostgreSQL/Umbra
REPLACE TEST, 22.939682006835938, 7660.281181335449, PostgreSQL/Umbra
BINARIZE TRAIN, 15.900850296020508, 7676.18203163147, PostgreSQL/Umbra
BINARIZE TEST, 11.492729187011719, 7687.674760818481, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 2342.6806926727295, 10030.355453491211, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 80.04426956176758, 10110.399723052979, PostgreSQL/Umbra
LOAD CSV 1, 69.8862075805664, 10180.285930633545, PostgreSQL/Umbra
LOAD CSV 2, 56.2596321105957, 10236.54556274414, PostgreSQL/Umbra
PROJECT TRAIN, 19.28234100341797, 10255.827903747559, PostgreSQL/Umbra
PROJECT TEST, 19.015789031982422, 10274.843692779541, PostgreSQL/Umbra
SELECT TRAIN 1, 37.08195686340332, 10311.925649642944, PostgreSQL/Umbra
SELECT TRAIN 2, 37.66274452209473, 10349.588394165039, PostgreSQL/Umbra
SELECT TRAIN 3, 37.677764892578125, 10387.266159057617, PostgreSQL/Umbra
SELECT TRAIN 4, 39.52336311340332, 10426.78952217102, PostgreSQL/Umbra
REPLACE TRAIN, 29.327869415283203, 10456.117391586304, PostgreSQL/Umbra
REPLACE TEST, 23.02408218383789, 10479.141473770142, PostgreSQL/Umbra
BINARIZE TRAIN, 14.96744155883789, 10494.10891532898, PostgreSQL/Umbra
BINARIZE TEST, 10.571002960205078, 10504.679918289185, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 2216.8705463409424, 12721.550464630127, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.32853698730469, 12800.879001617432, PostgreSQL/Umbra
LOAD CSV 1, 79.38122749328613, 12880.260229110718, PostgreSQL/Umbra
LOAD CSV 2, 65.0179386138916, 12945.27816772461, PostgreSQL/Umbra
PROJECT TRAIN, 20.026206970214844, 12965.304374694824, PostgreSQL/Umbra
PROJECT TEST, 13.844490051269531, 12979.148864746094, PostgreSQL/Umbra
SELECT TRAIN 1, 37.92142868041992, 13017.070293426514, PostgreSQL/Umbra
SELECT TRAIN 2, 30.562400817871094, 13047.632694244385, PostgreSQL/Umbra
SELECT TRAIN 3, 35.46309471130371, 13083.095788955688, PostgreSQL/Umbra
SELECT TRAIN 4, 34.29818153381348, 13117.393970489502, PostgreSQL/Umbra
REPLACE TRAIN, 26.036500930786133, 13143.430471420288, PostgreSQL/Umbra
REPLACE TEST, 21.96788787841797, 13165.398359298706, PostgreSQL/Umbra
BINARIZE TRAIN, 11.387348175048828, 13176.785707473755, PostgreSQL/Umbra
BINARIZE TEST, 11.211395263671875, 13187.997102737427, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 245.18203735351562, 13433.179140090942, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.34021949768066, 13512.519359588623, PostgreSQL/Umbra
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 2167.453122666681, 955525.8827900059, 977.5100422962446, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
LOAD CSV 1, 187.78181076049805, 13700.301170349121, PostgreSQL/Umbra
LOAD CSV 2, 95.9310531616211, 13796.232223510742, PostgreSQL/Umbra
PROJECT TRAIN, 30.47943115234375, 13826.711654663086, PostgreSQL/Umbra
PROJECT TEST, 21.571874618530273, 13848.283529281616, PostgreSQL/Umbra
SELECT TRAIN 1, 51.27120018005371, 13899.55472946167, PostgreSQL/Umbra
SELECT TRAIN 2, 33.34760665893555, 13932.902336120605, PostgreSQL/Umbra
SELECT TRAIN 3, 34.58118438720703, 13967.483520507812, PostgreSQL/Umbra
SELECT TRAIN 4, 43.85638236999512, 14011.339902877808, PostgreSQL/Umbra
REPLACE TRAIN, 29.961347579956055, 14041.301250457764, PostgreSQL/Umbra
REPLACE TEST, 19.81520652770996, 14061.116456985474, PostgreSQL/Umbra
BINARIZE TRAIN, 13.704061508178711, 14074.820518493652, PostgreSQL/Umbra
BINARIZE TEST, 9.638786315917969, 14084.45930480957, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 219.24948692321777, 14303.708791732788, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 66.58792495727539, 14370.296716690063, PostgreSQL/Umbra
LOAD CSV 1, 133.37373733520508, 14503.670454025269, PostgreSQL/Umbra
LOAD CSV 2, 93.44625473022461, 14597.116708755493, PostgreSQL/Umbra
PROJECT TRAIN, 15.582799911499023, 14612.699508666992, PostgreSQL/Umbra
PROJECT TEST, 14.723777770996094, 14627.423286437988, PostgreSQL/Umbra
SELECT TRAIN 1, 62.88003921508789, 14690.303325653076, PostgreSQL/Umbra
SELECT TRAIN 2, 32.55438804626465, 14722.85771369934, PostgreSQL/Umbra
SELECT TRAIN 3, 43.62130165100098, 14766.479015350342, PostgreSQL/Umbra
SELECT TRAIN 4, 32.16361999511719, 14798.642635345459, PostgreSQL/Umbra
REPLACE TRAIN, 28.789520263671875, 14827.43215560913, PostgreSQL/Umbra
REPLACE TEST, 18.288612365722656, 14845.720767974854, PostgreSQL/Umbra
BINARIZE TRAIN, 19.71268653869629, 14865.43345451355, PostgreSQL/Umbra
BINARIZE TEST, 15.143871307373047, 14880.577325820923, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 207.35859870910645, 15087.93592453003, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 98.02389144897461, 15185.959815979004, PostgreSQL/Umbra
LOAD CSV 1, 135.56838035583496, 15321.528196334839, PostgreSQL/Umbra
LOAD CSV 2, 94.03133392333984, 15415.559530258179, PostgreSQL/Umbra
PROJECT TRAIN, 16.95728302001953, 15432.516813278198, PostgreSQL/Umbra
PROJECT TEST, 14.57524299621582, 15447.092056274414, PostgreSQL/Umbra
SELECT TRAIN 1, 52.50096321105957, 15499.593019485474, PostgreSQL/Umbra
SELECT TRAIN 2, 30.1816463470459, 15529.77466583252, PostgreSQL/Umbra
SELECT TRAIN 3, 28.01656723022461, 15557.791233062744, PostgreSQL/Umbra
SELECT TRAIN 4, 31.260251998901367, 15589.051485061646, PostgreSQL/Umbra
REPLACE TRAIN, 20.052194595336914, 15609.103679656982, PostgreSQL/Umbra
REPLACE TEST, 23.345232009887695, 15632.44891166687, PostgreSQL/Umbra
BINARIZE TRAIN, 23.079872131347656, 15655.528783798218, PostgreSQL/Umbra
BINARIZE TEST, 10.692596435546875, 15666.221380233765, PostgreSQL/Umbra
PIPELINE+MODEL FIT, 207.91172981262207, 15874.133110046387, PostgreSQL/Umbra
PIPELINE+MODEL SCORE, 79.85901832580566, 15953.992128372192, PostgreSQL/Umbra
COMPAS_TIMED, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 901.3214559999293, 1138.6953270732836, 33.74455996265596, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Pandas/Original, 1931.0765616664867, 892964.2808480269, 944.9678729184537, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 789.4044430001182, 468.0251950655693, 21.63388996610571, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 799.3848093331811, 453.6509172357519, 21.29908254446073, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 829.1680013333765, 74.77360768194814, 8.647173392614961, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Pandas/Original, 2079.33977833333, 1068045.667822017, 1033.462949419096, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, MATERIALIZED, PostgreSQL, 856.3151136669754, 157.60096287579856, 12.55392221083907, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, PostgreSQL, 1577.9211300000497, 866843.3586952589, 931.0442302572197, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
COMPAS, FULL, INSPECTION_TRAIN, 100, VIEW, NON-MATERIALIZED, Umbra, 877.6410953334258, 263.0938726177522, 16.22016869880681, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_train.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/compas/compas_test.csv']

###############################
HEALTHCARE, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 3955.4008733333226, 594429.7036194177, 770.992674167153, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/histories.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/patients.csv']

###############################
HEALTHCARE, FULL, INSPECTION_TRAIN, 100, CTE, NON-MATERIALIZED, PostgreSQL, 3576.002003000061, 6469.457807026122, 80.4329398134006, ['/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/histories.csv'; '/home/luca/Documents/BA_saved/For_Publication/max_repo/mlinspect4sql/test/monkeypatchingSQL/pipelines_for_tests/healthcare/patients.csv']

###############################

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, Pandas/Original, 68.82827766670137, 69.98547236551104, 8.365732028072083, [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, Pandas/Original, (67.98557200030093, 75.44103574899403, 8.68567992439245), [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################
HEALTHCARE, ONLY_PANDAS, PURE_RUN, 100, CTE, NON-MATERIALIZED, PostgreSQL, 2.9605229695638022, [PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_histories_generated_100.csv'); PosixPath('/home/luca/Documents/BA_saved/For_Publication/my_repo/mlinspect/example_to_sql/data_generation/generated_csv/healthcare_patients_generated_100.csv')]

###############################
patients = pd.read_csv .. & histories = pd.read_csv .., 42.62137413024902, 42.62137413024902, UNKNOWN
data = patients.merge .. , 22.5372314453125, 65.15860557556152, UNKNOWN
complications = data.groupby .. , 10.020256042480469, 75.17886161804199, UNKNOWN
data = data.merge(complications .. , 20.032882690429688, 95.21174430847168, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.546436309814453, 115.75818061828613, UNKNOWN
data = data[['smoker', 'las .. , 21.53801918029785, 137.29619979858398, UNKNOWN
train_test_split .. , 19.529104232788086, 156.82530403137207, UNKNOWN
train_test_split .. , 797.0988750457764, 953.9241790771484, UNKNOWN
train_test_split .. , 91.23086929321289, 1045.1550483703613, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.578508377075195, 15.578508377075195, UNKNOWN
data = patients.merge .. , 24.054765701293945, 39.63327407836914, UNKNOWN
complications = data.groupby .. , 4.505634307861328, 44.13890838623047, UNKNOWN
data = data.merge(complications .. , 18.05901527404785, 62.19792366027832, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 23.55051040649414, 85.74843406677246, UNKNOWN
data = data[['smoker', 'las .. , 99.25723075866699, 185.00566482543945, UNKNOWN
train_test_split .. , 16.564369201660156, 201.5700340270996, UNKNOWN
train_test_split .. , 720.130443572998, 921.7004776000977, UNKNOWN
train_test_split .. , 94.34700012207031, 1016.047477722168, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 17.54164695739746, 17.54164695739746, UNKNOWN
data = patients.merge .. , 20.033597946166992, 37.57524490356445, UNKNOWN
complications = data.groupby .. , 8.004426956176758, 45.57967185974121, UNKNOWN
data = data.merge(complications .. , 16.52669906616211, 62.10637092590332, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 20.04265785217285, 82.14902877807617, UNKNOWN
data = data[['smoker', 'las .. , 95.85261344909668, 178.00164222717285, UNKNOWN
train_test_split .. , 11.623144149780273, 189.62478637695312, UNKNOWN
train_test_split .. , 707.9353332519531, 897.5601196289062, UNKNOWN
train_test_split .. , 101.69649124145508, 999.2566108703613, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 15.614748001098633, 15.614748001098633, UNKNOWN
data = patients.merge .. , 20.586490631103516, 36.20123863220215, UNKNOWN
complications = data.groupby .. , 7.520437240600586, 43.721675872802734, UNKNOWN
data = data.merge(complications .. , 16.54958724975586, 60.271263122558594, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 19.57225799560547, 79.84352111816406, UNKNOWN
data = data[['smoker', 'las .. , 94.7275161743164, 174.57103729248047, UNKNOWN
train_test_split .. , 15.030622482299805, 189.60165977478027, UNKNOWN
train_test_split .. , 684.9703788757324, 874.5720386505127, UNKNOWN
train_test_split .. , 93.45626831054688, 968.0283069610596, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 36.627769470214844, 1004.6560764312744, UNKNOWN
data = patients.merge .. , 20.598888397216797, 1025.2549648284912, UNKNOWN
complications = data.groupby .. , 15.021085739135742, 1040.276050567627, UNKNOWN
data = data.merge(complications .. , 20.077228546142578, 1060.3532791137695, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 22.057294845581055, 1082.4105739593506, UNKNOWN
data = data[['smoker', 'las .. , 24.038076400756836, 1106.4486503601074, UNKNOWN
train_test_split .. , 32.53364562988281, 1138.9822959899902, UNKNOWN
train_test_split .. , 661.1378192901611, 1800.1201152801514, UNKNOWN
train_test_split .. , 91.70866012573242, 1891.8287754058838, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 18.030643463134766, 18.030643463134766, UNKNOWN
data = patients.merge .. , 17.543792724609375, 35.57443618774414, UNKNOWN
complications = data.groupby .. , 5.010128021240234, 40.584564208984375, UNKNOWN
data = data.merge(complications .. , 15.074014663696289, 55.658578872680664, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 17.600297927856445, 73.25887680053711, UNKNOWN
data = data[['smoker', 'las .. , 94.12169456481934, 167.38057136535645, UNKNOWN
train_test_split .. , 11.528730392456055, 178.9093017578125, UNKNOWN
train_test_split .. , 739.8319244384766, 918.7412261962891, UNKNOWN
train_test_split .. , 107.50365257263184, 1026.244878768921, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 40.135860443115234, 1066.3807392120361, UNKNOWN
data = patients.merge .. , 29.704809188842773, 1096.085548400879, UNKNOWN
complications = data.groupby .. , 13.544559478759766, 1109.6301078796387, UNKNOWN
data = data.merge(complications .. , 20.56574821472168, 1130.1958560943604, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 27.10103988647461, 1157.296895980835, UNKNOWN
data = data[['smoker', 'las .. , 25.09760856628418, 1182.3945045471191, UNKNOWN
train_test_split .. , 29.111146926879883, 1211.505651473999, UNKNOWN
train_test_split .. , 690.131425857544, 1901.637077331543, UNKNOWN
train_test_split .. , 99.92575645446777, 2001.5628337860107, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 10.52236557006836, 10.52236557006836, UNKNOWN
data = patients.merge .. , 10.51020622253418, 21.03257179260254, UNKNOWN
complications = data.groupby .. , 8.505821228027344, 29.538393020629883, UNKNOWN
data = data.merge(complications .. , 1.5130043029785156, 31.0513973236084, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 31.0513973236084, UNKNOWN
data = data[['smoker', 'las .. , 10.01429557800293, 41.06569290161133, UNKNOWN
train_test_split .. , 0.0, 41.06569290161133, UNKNOWN
train_test_split .. , 745.0892925262451, 786.1549854278564, UNKNOWN
train_test_split .. , 91.4154052734375, 877.570390701294, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 53.65324020385742, 931.2236309051514, UNKNOWN
data = patients.merge .. , 10.509252548217773, 941.7328834533691, UNKNOWN
complications = data.groupby .. , 6.510734558105469, 948.2436180114746, UNKNOWN
data = data.merge(complications .. , 3.5071372985839844, 951.7507553100586, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 11.516809463500977, 963.2675647735596, UNKNOWN
data = data[['smoker', 'las .. , 9.009599685668945, 972.2771644592285, UNKNOWN
train_test_split .. , 10.019302368164062, 982.2964668273926, UNKNOWN
train_test_split .. , 597.9557037353516, 1580.2521705627441, UNKNOWN
train_test_split .. , 103.15179824829102, 1683.4039688110352, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 10.024309158325195, 1693.4282779693604, UNKNOWN
data = patients.merge .. , 0.0, 1693.4282779693604, UNKNOWN
complications = data.groupby .. , 5.005121231079102, 1698.4333992004395, UNKNOWN
data = data.merge(complications .. , 5.0048828125, 1703.4382820129395, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 5.506753921508789, 1708.9450359344482, UNKNOWN
data = data[['smoker', 'las .. , 4.525661468505859, 1713.470697402954, UNKNOWN
train_test_split .. , 0.0, 1713.470697402954, UNKNOWN
train_test_split .. , 599.6806621551514, 2313.1513595581055, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 5.589962005615234, 5.589962005615234, UNKNOWN
data = patients.merge .. , 6.58726692199707, 12.177228927612305, UNKNOWN
complications = data.groupby .. , 0.0, 12.177228927612305, UNKNOWN
data = data.merge(complications .. , 5.048513412475586, 17.22574234008789, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 17.22574234008789, UNKNOWN
data = data[['smoker', 'las .. , 11.022806167602539, 28.24854850769043, UNKNOWN
train_test_split .. , 0.0, 28.24854850769043, UNKNOWN
train_test_split .. , 721.1203575134277, 749.3689060211182, UNKNOWN
train_test_split .. , 92.35978126525879, 841.728687286377, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 29.09684181213379, 870.8255290985107, UNKNOWN
data = patients.merge .. , 3.0050277709960938, 873.8305568695068, UNKNOWN
complications = data.groupby .. , 7.00688362121582, 880.8374404907227, UNKNOWN
data = data.merge(complications .. , 7.505655288696289, 888.343095779419, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.50877571105957, 898.8518714904785, UNKNOWN
data = data[['smoker', 'las .. , 10.01119613647461, 908.8630676269531, UNKNOWN
train_test_split .. , 7.50422477722168, 916.3672924041748, UNKNOWN
train_test_split .. , 624.8087882995605, 1541.1760807037354, UNKNOWN
train_test_split .. , 99.1067886352539, 1640.2828693389893, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 0.5025863647460938, 0.5025863647460938, UNKNOWN
data = patients.merge .. , 10.02645492553711, 10.529041290283203, UNKNOWN
complications = data.groupby .. , 4.504203796386719, 15.033245086669922, UNKNOWN
data = data.merge(complications .. , 5.587339401245117, 20.62058448791504, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 4.508018493652344, 25.128602981567383, UNKNOWN
data = data[['smoker', 'las .. , 7.018566131591797, 32.14716911315918, UNKNOWN
train_test_split .. , 5.007743835449219, 37.1549129486084, UNKNOWN
train_test_split .. , 697.5984573364258, 734.7533702850342, UNKNOWN
train_test_split .. , 92.64397621154785, 827.397346496582, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 32.073259353637695, 859.4706058502197, UNKNOWN
data = patients.merge .. , 0.0, 859.4706058502197, UNKNOWN
complications = data.groupby .. , 11.51418685913086, 870.9847927093506, UNKNOWN
data = data.merge(complications .. , 0.0, 870.9847927093506, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 16.011953353881836, 886.9967460632324, UNKNOWN
data = data[['smoker', 'las .. , 3.0078887939453125, 890.0046348571777, UNKNOWN
train_test_split .. , 4.509925842285156, 894.5145606994629, UNKNOWN
train_test_split .. , 607.2254180908203, 1501.7399787902832, UNKNOWN
train_test_split .. , 99.63488578796387, 1601.374864578247, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 7.052183151245117, 7.052183151245117, UNKNOWN
data = patients.merge .. , 3.002643585205078, 10.054826736450195, UNKNOWN
complications = data.groupby .. , 13.08894157409668, 23.143768310546875, UNKNOWN
data = data.merge(complications .. , 0.0, 23.143768310546875, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 0.0, 23.143768310546875, UNKNOWN
data = data[['smoker', 'las .. , 9.045839309692383, 32.18960762023926, UNKNOWN
train_test_split .. , 3.537893295288086, 35.727500915527344, UNKNOWN
train_test_split .. , 727.6928424835205, 763.4203433990479, UNKNOWN
train_test_split .. , 86.59744262695312, 850.017786026001, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 26.72433853149414, 876.7421245574951, UNKNOWN
data = patients.merge .. , 8.511543273925781, 885.2536678314209, UNKNOWN
complications = data.groupby .. , 5.503416061401367, 890.7570838928223, UNKNOWN
data = data.merge(complications .. , 5.042552947998047, 895.7996368408203, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 13.06605339050293, 908.8656902313232, UNKNOWN
data = data[['smoker', 'las .. , 7.506847381591797, 916.372537612915, UNKNOWN
train_test_split .. , 5.506038665771484, 921.8785762786865, UNKNOWN
train_test_split .. , 643.4307098388672, 1565.3092861175537, UNKNOWN
train_test_split .. , 105.11207580566406, 1670.4213619232178, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 7.5817108154296875, 7.5817108154296875, UNKNOWN
data = patients.merge .. , 0.0, 7.5817108154296875, UNKNOWN
complications = data.groupby .. , 8.156299591064453, 15.73801040649414, UNKNOWN
data = data.merge(complications .. , 8.111715316772461, 23.8497257232666, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 8.101463317871094, 31.951189041137695, UNKNOWN
data = data[['smoker', 'las .. , 0.0, 31.951189041137695, UNKNOWN
train_test_split .. , 7.905244827270508, 39.8564338684082, UNKNOWN
train_test_split .. , 683.3069324493408, 723.163366317749, UNKNOWN
train_test_split .. , 89.0045166015625, 812.1678829193115, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 21.67487144470215, 833.8427543640137, UNKNOWN
data = patients.merge .. , 9.005546569824219, 842.8483009338379, UNKNOWN
complications = data.groupby .. , 7.011890411376953, 849.8601913452148, UNKNOWN
data = data.merge(complications .. , 3.0024051666259766, 852.8625965118408, UNKNOWN
data['label'] = data['complications'] > 1.2 * data['mean_complications'], 10.930776596069336, 863.7933731079102, UNKNOWN
data = data[['smoker', 'las .. , 10.572433471679688, 874.3658065795898, UNKNOWN
train_test_split .. , 9.005069732666016, 883.3708763122559, UNKNOWN
train_test_split .. , 600.6724834442139, 1484.0433597564697, UNKNOWN
train_test_split .. , 101.87983512878418, 1585.923194885254, UNKNOWN
patients = pd.read_csv .. & histories = pd.read_csv .., 3.505706787109375, 3.505706787109375, UNKNOWN
data = patients.merge .. , 10.009765625, 13.515472412109375, UNKNOWN
complications = data.groupby .. , 10.510921478271484, 24.02639389038086, UNKNOWN
